,3d_x,3d_y,3d_z
0,32.2578125,-167.7421875,1991.8
1,32.5303770421,-167.8308119052,1991.7113755948
2,32.8029415842,-167.9194363104,1991.6227511896
3,33.0755061263,-168.0080607156,1991.5341267844
4,33.3362156011,-168.1121815264,1991.4283466989
5,33.5969250759,-168.2163023373,1991.3225666134
6,33.8576345507,-168.3204231481,1991.2167865278
7,34.0899735749,-168.4367037047,1991.0667951615
8,34.3223125991,-168.5529842613,1990.9168037951
9,34.5254235924,-168.6802510421,1990.736390129
10,34.7285345856,-168.807517823,1990.5559764628
11,34.9316455788,-168.9347846038,1990.3755627967
12,35.1053350736,-169.0709144743,1990.1723372625
13,35.2790245685,-169.2070443449,1989.9691117284
14,35.4527140633,-169.3431742154,1989.7658861942
15,35.6151671801,-169.4753476999,1989.5510859269
16,35.777620297,-169.6075211844,1989.3362856596
17,35.9400734138,-169.7396946688,1989.1214853923
18,36.0967262786,-169.8778611329,1988.9061486603
19,36.2533791434,-170.016027597,1988.6908119283
20,36.4106720534,-170.1550372691,1988.4764868212
21,36.5679649634,-170.2940469413,1988.2621617142
22,36.7252578735,-170.4330566135,1988.0478366072
23,36.8843350685,-170.5645544216,1987.8301148295
24,37.0434122636,-170.6960522296,1987.6123930518
25,37.2024894586,-170.8275500377,1987.3946712741
26,37.3610078934,-170.961832732,1987.1782456198
27,37.5195263282,-171.0961154262,1986.9618199654
28,37.678044763,-171.2303981205,1986.7453943111
29,37.833276345,-171.3694173593,1986.5295777056
30,37.9885079269,-171.5084365982,1986.3137611002
31,38.1387316024,-171.6503939677,1986.096319263
32,38.2889552778,-171.7923513372,1985.8788774257
33,38.4391789532,-171.9343087067,1985.6614355885
34,38.5814091632,-172.0789745521,1985.4404325103
35,38.7236393731,-172.2236403975,1985.2194294322
36,38.865869583,-172.3683062429,1984.998426354
37,39.0007311165,-172.51841914,1984.7764387757
38,39.1355926499,-172.668532037,1984.5544511974
39,39.2629280573,-172.822193594,1984.3304560636
40,39.3902634647,-172.975855151,1984.1064609299
41,39.517598872,-173.129516708,1983.8824657961
42,39.6458237007,-173.2846873588,1983.6600237532
43,39.7740485294,-173.4398580096,1983.4375817104
44,39.902273358,-173.5950286604,1983.2151396675
45,40.0277155464,-173.7517644513,1982.9922088503
46,40.1531577348,-173.9085002422,1982.7692780332
47,40.2820420613,-174.0615100534,1982.5457230555
48,40.410926387800004,-174.2145198646,1982.3221680778
49,40.5398107144,-174.3675296758,1982.0986131002
50,40.6678676002,-174.5149226406,1981.8708484235
51,40.7959244859,-174.6623156054,1981.6430837468
52,40.9249898937,-174.8037361299,1981.4121241059
53,41.0540553015,-174.9451566544,1981.1811644649
54,41.1831207093,-175.086577179,1980.9502048239
55,41.3108421495,-175.2278048142,1980.7183816397
56,41.4385635898,-175.3690324493,1980.4865584554
57,41.5662850301,-175.5102600845,1980.2547352712
58,41.6955061881,-175.6573580288,1980.0274379173
59,41.8247273461,-175.8044559732,1979.8001405634
60,41.9555484277,-175.9501769088,1979.572871442
61,42.0863695093,-176.0958978445,1979.3456023206
62,42.2171905908,-176.2416187802,1979.1183331993
63,42.3393771848,-176.3906388493,1978.8884126581
64,42.4615637787,-176.5396589184,1978.6584921168
65,42.5724104055,-176.6924878396,1978.425347642
66,42.6832570322,-176.8453167609,1978.1922031671
67,42.794103659,-176.9981456822,1977.9590586923
68,42.889797911,-177.1557051232,1977.722378248
69,42.9854921631,-177.3132645642,1977.4856978038
70,43.0770038473,-177.4742890134,1977.2496962394
71,43.1685155315,-177.6353134627,1977.0136946751
72,43.2600272158,-177.796337912,1976.7776931107
73,43.3441852455,-177.9597640999,1976.5406080898
74,43.4283432752,-178.1231902878,1976.3035230689
75,43.4985252825,-178.2907521618,1976.064781568
76,43.5687072897,-178.4583140358,1975.8260400671
77,43.6388892969,-178.6258759098,1975.5872985662
78,43.700371663,-178.7918379864,1975.3450662237
79,43.7618540292,-178.957800063,1975.1028338811
80,43.8204221967,-179.1248007149,1974.8605931909
81,43.8789903643,-179.2918013669,1974.6183525006
82,43.9299756628,-179.453145661,1974.3706258002
83,43.9809609613,-179.6144899551,1974.1228990998
84,44.0319462598,-179.7758342492,1973.8751723995
85,44.0713991994,-179.9162392056,1973.6130084931
86,44.1108521391,-180.056644162,1973.3508445868
87,44.1590410004,-180.1870714723,1973.0850127784
88,44.2072298616,-180.3174987827,1972.81918097
89,44.255418722900004,-180.447926093,1972.5533491616
90,44.3399017941,-180.5599852601,1972.2881975941
91,44.4243848653,-180.6720444272,1972.0230460266
92,44.556422759,-180.7638079264,1971.7697764965
93,44.6884606528,-180.8555714256,1971.5165069665
94,44.8599105835,-180.9403453278,1971.2853829592
95,45.0313605142,-181.02511923,1971.0542589518
96,45.2028104449,-181.1098931321,1970.8231349445
97,45.4039988191,-181.1713409457,1970.609248516
98,45.6051871933,-181.2327887593,1970.3953620875
99,45.8066411821,-181.2878285221,1970.1799858704
100,46.0080951709,-181.3428682848,1969.9646096533
101,46.1987812972,-181.3901384204,1969.7378844109
102,46.3894674235,-181.4374085561,1969.5111591685
103,46.5801535498,-181.4846786917,1969.2844339262
104,46.7512176902,-181.5292661612,1969.0420519602
105,46.9222818307,-181.5738536307,1968.7996699943
106,47.072408973,-181.6305342725,1968.5461958418
107,47.2225361152,-181.6872149143,1968.2927216892
108,47.3726632574,-181.7438955561,1968.0392475367
109,47.5002977132,-181.8313722652,1967.7822314456
110,47.6279321689,-181.9188489744,1967.5252153545
111,47.7325019842,-182.0217860002,1967.2635493031
112,47.8370717994,-182.124723026,1967.0018832517
113,47.9318427128,-182.2351084915,1966.739521816
114,48.0266136262,-182.345493957,1966.4771603802
115,48.1213845397,-182.4558794226,1966.2147989445
116,48.2106396307,-182.5607940374,1965.9482910603
117,48.2998947218,-182.6657086522,1965.6817831762
118,48.3784874223,-182.7773775552,1965.414662897
119,48.4570801228,-182.8890464582,1965.1475426179
120,48.5225459965,-183.019586213,1964.8854861511
121,48.5880118702,-183.1501259678,1964.6234296843
122,48.649014369,-183.2848579876,1964.3624201481
123,48.7100168678,-183.4195900074,1964.1014106119
124,48.7907993688,-183.55107727,1963.8441455981
125,48.8715818697,-183.6825645326,1963.5868805843
126,48.9523643706,-183.8140517952,1963.3296155705
127,49.0645988401,-183.9225346683,1963.0734224986
128,49.1768333097,-184.0310175415,1962.8172294268
129,49.3178611851,-184.1195615877,1962.5676876663
130,49.4588890606,-184.2081056339,1962.3181459058
131,49.6075026223,-184.3055301099,1962.0764384778
132,49.756116184,-184.4029545859,1961.8347310498
133,49.9047297457,-184.5003790619,1961.5930236218
134,49.990571549,-184.656413201,1961.351601725
135,50.0764133522,-184.81244734,1961.1101798281
136,50.1622551554,-184.9684814791,1960.8687579313
137,50.2480969587,-185.1245156181,1960.6273360345
